Pair,Pair_Type,Action,Bought,Sold,Timestamp,Step,Price_A,Price_B,Shares_A,Shares_B,Transaction_Cost,Realised_PnL,Capital_After
LUPIN-MPHASIS,positive,OPEN_SHORT,MPHASIS,LUPIN,2024-02-05,0,1556.601806640625,2399.809326171875,3.2121252710034645,2.08349886195996,10.0,,9990.0
LUPIN-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,2135.199951171875,2769.89990234375,,,12.629613016080752,-1100.0760405444166,8889.923959455584
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2024-02-15,8,1235.333618164062,2599.373779296875,4.0474896226259425,1.9235402156562837,10.0,,9990.0
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-09-30,160,1341.809936523438,2951.42529296875,,,11.108147038145509,235.11530387738392,10225.115303877385
DRREDDY-MPHASIS,positive,OPEN_LONG,DRREDDY,MPHASIS,2024-10-01,161,1341.313110351562,2956.5234375,3.8116064120171584,1.7292464477338316,10.225115303877384,,10214.890188573507
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-10-25,178,1294.728637695312,2981.474853515625,,,10.090700776711332,-230.7995229646604,9984.090665608846
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2024-10-29,180,1266.666625976562,2963.288330078125,3.94108854723768,1.684630308206563,9.984090665608846,,9974.106574943238
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-12-02,202,1214.05029296875,2990.24951171875,,,9.822144661930972,242.96310648966022,10217.069681432899
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2024-12-20,216,1335.18212890625,2892.796875,3.8260958786957713,1.7659500688987881,10.217069681432898,,10206.852611751465
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-05-27,321,1235.365112304688,2488.083740234375,,,9.120457017366354,-341.9141693980224,9864.938442353443
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2025-05-29,323,1240.333618164062,2516.123291015625,3.9767278326921,1.9603448045607281,9.864938442353443,,9855.07350391109
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-06-02,325,1239.836669921875,2442.298583984375,,,9.718240333570401,-152.46389330438657,9702.609610606703
DRREDDY-MPHASIS,positive,OPEN_LONG,DRREDDY,MPHASIS,2025-06-05,328,1282.466430664062,2480.240478515625,3.782792819607249,1.9559816265101688,9.702609610606704,,9692.907000996096
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-06-06,329,1312.575439453125,2495.338623046875,,,9.846037446156982,74.51841150908193,9767.425412505178
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2025-06-17,336,1310.48876953125,2640.63525390625,3.726634534990673,1.8494461508942555,9.767425412505178,,9757.657987092673
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-09-19,402,1321.699951171875,2993.800048828125,,,10.462364659784805,600.9169292598295,10358.574916352502
DRREDDY-MPHASIS,positive,OPEN_LONG,DRREDDY,MPHASIS,2025-09-22,403,1301.400024414062,2852.39990234375,3.979781282475506,1.8157648420617851,10.358574916352502,,10348.21634143615
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-10-27,426,1284.300048828125,2888.699951171875,,,10.356433106012037,-144.3229483009479,10203.893393135202
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2025-10-29,428,1250.900024414062,2874.60009765625,4.0786206707106105,1.774837028888775,10.203893393135202,,10193.689499742068
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-12-29,469,1268.599975585938,2812.300048828125,,,10.165512346293648,-192.9293326282102,10000.760167113858
DRREDDY-MPHASIS,positive,OPEN_LONG,DRREDDY,MPHASIS,2025-12-30,470,1265.800048828125,2795.699951171875,3.950371220309456,1.788596834742912,10.000760167113858,,9990.759406946745
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-01-12,479,1215.5,2832.199951171875,,,9.86734008631119,-273.85498982521284,9716.904417121532
DRREDDY-MPHASIS,positive,OPEN_SHORT,MPHASIS,DRREDDY,2026-01-13,480,1191.300048828125,2873.699951171875,4.078277519874189,1.690660921847294,9.716904417121532,,9707.18751270441
DRREDDY-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1178.699951171875,2769.89990234375,,,9.490027035862276,-133.5940182557104,9573.5934944487
CIPLA-MPHASIS,positive,OPEN_SHORT,MPHASIS,CIPLA,2024-02-05,0,1406.816162109375,2399.809326171875,3.554124650162547,2.08349886195996,10.0,,9990.0
CIPLA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-09-18,152,1634.143432617188,2945.542724609375,,,11.944984370344061,317.14047444174116,10307.140474441741
CIPLA-MPHASIS,positive,OPEN_LONG,CIPLA,MPHASIS,2024-09-19,153,1620.390380859375,2919.905029296875,3.1804497842598103,1.764978718661227,10.307140474441741,,10296.833333967299
CIPLA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-09-20,154,1621.330444335938,2969.023681640625,,,10.396823675199004,-94.10037507001198,10202.732958897286
CIPLA-MPHASIS,positive,OPEN_SHORT,MPHASIS,CIPLA,2024-09-24,156,1620.242065429688,3011.965576171875,3.1485211921687526,1.6937001271881529,10.202732958897286,,10192.53022593839
CIPLA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-09-26,407,1499.400024414062,2642.39990234375,,,9.196325803087591,-254.65602752753452,9937.874198410855
CIPLA-MPHASIS,positive,OPEN_SHORT,MPHASIS,CIPLA,2025-09-29,408,1488.0,2678.10009765625,3.3393394483907444,1.8553963324798848,9.937874198410855,,9927.936324212444
CIPLA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-12-30,470,1492.5,2795.699951171875,,,10.171095562841677,192.99621383246227,10120.932538044906
CIPLA-MPHASIS,positive,OPEN_SHORT,MPHASIS,CIPLA,2026-01-07,476,1467.900024414062,2874.800048828125,3.4474188874289493,1.7602846052146432,10.120932538044906,,10110.811605506862
CIPLA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1328.900024414062,2769.89990234375,,,9.457087199751077,285.08002521166657,10395.891630718528
WIPRO-DIVISLAB,positive,OPEN_LONG,WIPRO,DIVISLAB,2024-02-05,0,226.0776062011719,3660.265625,22.11629928331257,1.3660210794127816,10.0,,9990.0
WIPRO-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,241.8000030517578,6056.0,,,13.620344891122375,-2938.522767616359,7051.4772323836405
AUROPHARMA-MPHASIS,positive,OPEN_SHORT,MPHASIS,AUROPHARMA,2024-02-05,0,1012.980163574219,2399.809326171875,4.935930810686265,2.08349886195996,10.0,,9990.0
AUROPHARMA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-02-21,12,1036.90771484375,2547.3115234375,,,10.425425397675077,178.79049720629473,10168.790497206295
AUROPHARMA-MPHASIS,positive,OPEN_LONG,AUROPHARMA,MPHASIS,2024-03-01,19,1022.561584472656,2511.70751953125,4.972214217518464,2.0242783879358806,10.168790497206295,,10158.62170670909
AUROPHARMA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-06-19,89,1217.131103515625,2314.158447265625,,,10.736337508543388,1356.5993089167246,11515.221015625813
AUROPHARMA-MPHASIS,positive,OPEN_SHORT,MPHASIS,AUROPHARMA,2024-06-20,90,1238.55078125,2323.3232421875,4.648667293239339,2.4781788445381756,11.515221015625814,,11503.705794610187
AUROPHARMA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-01-29,243,1151.826293945312,2950.2978515625,,,12.665822940985272,1944.2426777309795,13447.948472341166
AUROPHARMA-MPHASIS,positive,OPEN_LONG,AUROPHARMA,MPHASIS,2025-02-06,250,1187.343017578125,2770.29443359375,5.663042723648441,2.427169529214244,13.447948472341166,,13434.500523868825
AUROPHARMA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1172.099975585938,2769.89990234375,,,13.360668880072721,-98.7250726918724,13335.775451176953
ALKEM-MPHASIS,positive,OPEN_SHORT,MPHASIS,ALKEM,2024-02-05,0,4841.01904296875,2399.809326171875,1.032840390756603,2.08349886195996,10.0,,9990.0
ALKEM-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2025-07-21,360,4991.490234375,2802.89990234375,,,10.995251480850529,673.4307811103927,10663.430781110394
ALKEM-MPHASIS,positive,OPEN_SHORT,MPHASIS,ALKEM,2025-07-25,364,5003.669921875,2625.0,1.065560973006243,2.031129672592456,10.663430781110394,,10652.767350329283
ALKEM-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,5565.0,2769.89990234375,,,11.55587269654108,-315.3768057149467,10337.390544614336
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-02-26,15,5330.33935546875,3539.4111328125,0.9380265807786079,1.4126643705352426,10.0,,9990.0
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-03-05,21,5004.05322265625,3447.496337890625,,,9.564090178571231,-185.78439978496888,9804.215600215031
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-04-16,47,4546.99853515625,3724.279541015625,1.078097510303918,1.3162566735714722,9.80421560021503,,9794.411384614816
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-04-18,48,4580.4462890625,3669.56591796875,,,9.768258368955895,98.30885331335351,9892.72023792817
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-04-26,54,4669.0869140625,3973.755615234375,1.0593848883100645,1.2447570001539576,9.89272023792817,,9882.827517690243
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-04-29,55,4626.08349609375,3946.94287109375,,,9.813787715824015,-21.995607895219273,9860.831909795023
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-04-30,56,4589.4658203125,3959.953369140625,1.074289720837663,1.245069195339412,9.860831909795023,,9850.971077885228
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-05-02,57,4576.1064453125,3922.603759765625,,,9.799977222464936,22.351031628992022,9873.32210951422
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-05-03,58,4536.369140625,3909.048828125,1.0882405954461103,1.2628803762282526,9.87332210951422,,9863.448787404706
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-05-06,59,4587.07666015625,3920.97119140625,,,9.943560609388657,30.181902012739208,9893.630689417445
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2024-05-16,67,4652.65625,3889.458984375,1.06322390456177,1.2718517831352398,9.893630689417446,,9883.737058728027
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-05-21,69,4613.2109375,3973.953369140625,,,9.959155824173612,139.44437727781076,10023.181436005838
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-05-31,77,4585.07763671875,4261.52099609375,1.093021997679716,1.1760098618771813,10.023181436005839,,10013.158254569833
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-06-03,78,4533.8818359375,4276.06494140625,,,9.984327122681206,-83.04628668351825,9930.111967886314
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-06-04,79,4515.59765625,4278.291015625,1.0995346268441488,1.1605232009253186,9.930111967886315,,9920.181855918428
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-06-06,81,4680.98388671875,4401.7177734375,,,10.255199471146327,28.35307167607452,9948.534927594503
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2024-07-18,109,5663.94384765625,4536.1767578125,0.8782338945425124,1.0965770800774557,9.948534927594503,,9938.586392666908
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-07-25,114,5507.51123046875,4498.77783203125,,,9.770139696137209,86.60348209868228,10025.18987476559
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-08-05,121,5303.06689453125,4805.07080078125,0.9452256660295947,1.0431885699931422,10.02518987476559,,10015.164684890826
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-08-06,122,5372.57568359375,4805.66748046875,,,10.09151381563205,54.98752819093304,10070.15221308176
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-08-08,124,5252.1025390625,4812.58642578125,0.9586781806129094,1.0462307917355504,10.070152213081759,,10060.082060868677
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-08-09,125,5286.783203125,4808.05712890625,,,10.098661119152109,27.887624662269513,10087.969685530947
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2024-09-04,142,5973.1689453125,5073.49853515625,0.8444403446388014,0.9941827730536897,10.087969685530947,,10077.881715845415
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-09-05,143,6050.00732421875,5097.68798828125,,,10.176903850282491,-51.01359342889831,10026.868122416516
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2024-09-09,145,6047.3515625,5150.0498046875,0.8290297015799233,0.9734729277074377,10.026868122416516,,10016.841254294099
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-09-25,157,6004.01220703125,5369.8486328125,,,10.2049067182071,239.69291493422458,10256.534169228324
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-10-14,169,6344.42529296875,6186.6796875,0.8083107370335966,0.8289207367524896,10.256534169228324,,10246.277635059096
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-10-15,170,6356.4775390625,6079.02001953125,,,10.177034797860088,88.80625641627391,10335.08389147537
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-10-16,171,6256.666015625,6095.89306640625,0.8259258098214918,0.8477087589044829,10.335083891475369,,10324.748807583894
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-10-17,172,6291.19921875,6049.8525390625,,,10.324576796938237,57.22624525368568,10381.975052837579
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-10-18,173,5894.9521484375,5994.95263671875,0.8805817919649608,0.8658930004924944,10.381975052837578,,10371.59307778474
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-10-21,174,5847.13720703125,5898.1435546875,,,10.256043779536402,31.465295949211463,10403.058373733953
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-10-22,175,5781.76025390625,5791.57861328125,0.899644564707217,0.8981194134080867,10.403058373733954,,10392.65531536022
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-10-23,176,5839.216796875,5701.63818359375,,,10.373971594370047,122.09374094694131,10514.74905630716
LTIM-DIVISLAB,positive,OPEN_LONG,LTIM,DIVISLAB,2024-10-31,182,5637.5224609375,5862.95361328125,0.9325682628463173,0.8967109199438553,10.51474905630716,,10504.234307250854
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-11-01,183,5658.00634765625,5876.79052734375,,,10.546259390898973,-3.851348675421976,10500.382958575432
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2024-11-06,186,5913.236328125,5927.1611328125,0.8878710722783634,0.8857851780379126,10.500382958575432,,10489.882575616857
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2025-05-08,308,4541.13330078125,5933.482421875,,,9.287731676569004,1214.5621586451707,11704.444734262028
LTIM-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,LTIM,2025-05-09,309,4562.25830078125,5998.18798828125,1.2827468287205195,0.9756650472717076,11.704444734262028,,11692.740289527766
LTIM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,6070.5,6056.0,,,13.695542150025375,-1891.9826396204778,9800.75764990729
ZYDUSLIFE-MPHASIS,positive,OPEN_LONG,ZYDUSLIFE,MPHASIS,2024-02-05,0,750.4107666015625,2399.809326171875,6.663017406644961,2.08349886195996,10.0,,9990.0
ZYDUSLIFE-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,878.0999755859375,2769.89990234375,,,11.621878716379824,68.09024911102958,10058.09024911103
SUNPHARMA-MPHASIS,positive,OPEN_SHORT,MPHASIS,SUNPHARMA,2024-02-05,0,1437.478393554688,2399.809326171875,3.478313150596777,2.08349886195996,10.0,,9990.0
SUNPHARMA-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1610.099975585938,2769.89990234375,,,11.371515213132325,159.27986020695798,10149.279860206958
DIVISLAB-MPHASIS,positive,OPEN_LONG,DIVISLAB,MPHASIS,2024-04-08,42,3755.742431640625,2355.232421875,1.3312947016486019,2.122932732056865,10.0,,9990.0
DIVISLAB-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-04-16,47,3724.279541015625,2214.92822265625,,,9.660257243445878,246.30974013545378,10236.309740135453
DIVISLAB-MPHASIS,positive,OPEN_SHORT,MPHASIS,DIVISLAB,2024-04-23,51,3728.68212890625,2153.0771484375,1.3726444607304342,2.3771349177069667,10.236309740135454,,10226.073430395318
DIVISLAB-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2024-07-26,115,4739.79443359375,2970.4453125,,,13.56720184775614,541.5294973615693,10767.602927756887
DIVISLAB-MPHASIS,positive,OPEN_SHORT,MPHASIS,DIVISLAB,2024-08-02,120,4968.6259765625,2720.93115234375,1.083559416481411,1.9786614075997313,10.767602927756887,,10756.83532482913
DIVISLAB-MPHASIS,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,6056.0,2769.89990234375,,,12.042729865893268,-1093.3845163954757,9663.450808433654
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2024-02-05,0,619.8984985351562,1406.816162109375,8.065836603597509,3.554124650162547,10.0,,9990.0
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2024-10-04,163,780.968505859375,1606.142700195312,,,12.007595723260195,-602.74059409787,9387.25940590213
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2024-10-10,167,781.4096069335938,1601.789184570312,6.006618886309575,2.9302418496539886,9.38725940590213,,9377.872146496227
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2024-10-29,180,816.3088989257812,1461.93310546875,,,9.187074016389321,610.2518082946323,9988.123954790859
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2024-11-08,188,826.55322265625,1575.76708984375,6.042033157098195,3.1692894270882577,9.98812395479086,,9978.135830836069
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-01-27,241,734.4525146484375,1381.343994140625,,,8.815465361621754,-68.52299537988193,9909.612835456186
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-01-30,244,747.5887451171875,1442.045532226562,6.627716709340517,3.435956984019583,9.909612835456187,,9899.70322262073
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-03-26,282,748.961181640625,1460.597290039062,,,9.98245199775678,44.66446934504653,9944.367691965777
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-03-27,283,757.0977783203125,1467.2265625,6.567426280148533,3.3888316726701087,9.944367691965777,,9934.423324273812
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-04-08,290,753.4706420898438,1417.408813476562,,,9.75172277641236,135.2512931736852,10069.674617447497
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-04-11,292,739.0109252929688,1447.58642578125,6.81294029141419,3.478090992740893,10.069674617447498,,10059.60494283005
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-05-19,315,795.0,1475.834594726562,,,10.549374542368144,-293.74989552278765,9765.855047307263
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-05-20,316,785.6500244140625,1439.02783203125,6.215143348713465,3.3932127058037285,9.765855047307262,,9756.089192259955
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-05-29,323,797.3499755859375,1461.2900390625,,,9.914112324771084,-12.737642376290468,9743.351549883664
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-05-30,324,812.2999877929688,1450.208251953125,5.997385015575647,3.3592939278760214,9.743351549883664,,9733.60819833378
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-06-02,325,813.6500244140625,1454.660766601562,,,9.766405544707762,-16.62702156515533,9716.981176768626
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-06-05,328,806.0,1474.0537109375,6.027903955811802,3.296006483572642,9.716981176768627,,9707.264195591857
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-07-08,351,812.6500244140625,1488.300048828125,,,9.804022907295064,-2.9337093244008727,9704.330486267456
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-07-10,353,808.0,1477.800048828125,6.005155003878376,3.283370606856745,9.704330486267455,,9694.626155781189
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-07-15,356,816.4500122070312,1490.900024414062,,,9.798086194144751,-2.0665278956643434,9692.559627885525
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-07-24,363,815.7000122070312,1487.900024414062,5.941252594603048,3.257127316636235,9.692559627885524,,9682.86706825764
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-10-28,427,930.25,1568.099975585938,,,10.634351491827058,-429.9833119237408,9252.883756333898
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-10-29,428,939.75,1581.099975585938,4.923056002305878,2.926090664477078,9.2528837563339,,9243.630872577565
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-10-30,429,934.3499755859376,1540.099975585938,,,9.106329416486089,84.278765222826,9327.90963780039
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2025-10-31,430,937.0,1501.300048828125,4.977539828068512,3.1066107155200284,9.32790963780039,,9318.58172816259
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-11-03,431,949.7000122070312,1511.5,,,9.422811731986172,22.10472723714021,9340.68645539973
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-11-10,435,951.1500244140624,1511.5,4.910206705379563,3.0898731245119846,9.34068645539973,,9331.34576894433
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2025-12-17,462,975.8499755859376,1496.900024414062,,,9.416856249084898,-175.81079429729525,9155.534974647035
SBIN-CIPLA,positive,OPEN_SHORT,CIPLA,SBIN,2025-12-19,464,980.2999877929688,1517.099975585938,4.669761852828161,3.017446154499792,9.155534974647034,,9146.379439672388
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2026-01-02,473,998.9500122070312,1511.599975585938,,,9.226030193360389,-112.91315660621218,9033.466283066176
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2026-01-05,474,1005.549987792969,1519.800048828125,4.491803685907886,2.971925908948229,9.033466283066177,,9024.43281678311
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2026-01-06,475,1018.900024414062,1530.800048828125,,,9.126123211766236,18.148435491434356,9042.581252274544
SBIN-CIPLA,positive,OPEN_LONG,SBIN,CIPLA,2026-01-07,476,1007.150024414062,1467.900024414062,4.489192788102905,3.080108012084831,9.042581252274545,,9033.538671022268
SBIN-CIPLA,positive,CLOSE,CLOSE,CLOSE,2026-01-08,477,998.0,1460.599975585938,,,8.979020089779855,-27.5703048162372,9005.96836620603
TECHM-DIVISLAB,positive,OPEN_LONG,TECHM,DIVISLAB,2024-02-05,0,1260.391967773438,3660.265625,3.9670198857525376,1.3660210794127816,10.0,,9990.0
TECHM-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1717.300048828125,6056.0,,,15.085187100428783,-1475.1454005192588,8514.854599480741
HCLTECH-DIVISLAB,positive,OPEN_LONG,HCLTECH,DIVISLAB,2024-02-05,0,1447.240234375,3660.265625,3.454851434640554,1.3660210794127816,10.0,,9990.0
HCLTECH-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-07-24,113,1504.853149414062,4503.3291015625,,,11.350686542443928,-963.9491046333145,9026.050895366685
HCLTECH-DIVISLAB,positive,OPEN_LONG,HCLTECH,DIVISLAB,2024-07-25,114,1508.55908203125,4498.77783203125,2.991613322566477,1.0031669969454036,9.026050895366685,,9017.024844471318
HCLTECH-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2025-01-14,232,1734.550048828125,5963.1474609375,,,11.171135765463832,-804.100831764192,8212.924012707126
HCLTECH-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,HCLTECH,2025-01-16,234,1714.177856445312,5889.23388671875,2.3955868936897406,0.6972828869327726,8.212924012707127,,8204.71108869442
HCLTECH-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2025-02-10,252,1675.145751953125,5911.880859375,,,8.135210561226552,101.16093386742274,8305.872022561842
HCLTECH-DIVISLAB,positive,OPEN_LONG,HCLTECH,DIVISLAB,2025-02-11,253,1664.856323242188,5919.794921875,2.494471116398427,0.7015337635996257,8.305872022561841,,8297.56615053928
HCLTECH-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2026-02-01,493,1666.199951171875,6056.0,,,8.404776124702044,-100.6055961413238,8196.960554397956
INFY-DIVISLAB,positive,OPEN_LONG,INFY,DIVISLAB,2024-02-05,0,1588.473266601562,3660.265625,3.1476765175262806,1.3660210794127816,10.0,,9990.0
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-05-28,74,1381.205444335938,4345.5205078125,,,10.283660557708096,-1598.7683322344342,8391.231667765565
INFY-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,INFY,2024-05-29,75,1366.047485351562,4400.82763671875,3.071354311525277,0.9533697250208661,8.391231667765565,,8382.8404360978
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-06-05,80,1373.356323242188,4454.94775390625,,,8.465276179774323,20.68317429375641,8403.523610391556
INFY-DIVISLAB,positive,OPEN_LONG,INFY,DIVISLAB,2024-06-06,81,1413.833984375,4401.7177734375,2.9718919276460953,0.9545731965260537,8.403523610391556,,8395.120086781164
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-07-12,106,1643.831176757812,4491.1591796875,,,9.17242877888115,588.9760015790162,8984.09608836018
INFY-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,INFY,2024-07-19,110,1721.809204101562,4471.86572265625,2.6089116224256887,1.0045131769993871,8.98409608836018,,8975.11199227182
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-08-07,123,1720.560913085938,4924.07861328125,,,9.435093214863144,448.0753951657632,9423.187387437583
INFY-DIVISLAB,positive,OPEN_LONG,INFY,DIVISLAB,2024-08-14,128,1750.907104492188,4640.8681640625,2.690944414829641,1.0152397196291782,9.423187387437583,,9413.764200050146
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-09-10,146,1836.423706054688,5401.853515625,,,10.42589036374963,-552.8880239761527,8860.876176073993
INFY-DIVISLAB,positive,OPEN_SHORT,DIVISLAB,INFY,2024-09-11,147,1834.359008789062,5414.64501953125,2.415251358544975,0.8182324182020971,8.860876176073992,,8852.01529989792
INFY-DIVISLAB,positive,CLOSE,CLOSE,CLOSE,2024-09-17,151,1875.076782226562,5427.48681640625,,,8.969727408196933,-96.80581050895391,8755.209489388966
